review_id,review_date,student_id,course_id,instructor_id,rating_score,clean_text,sentiment_label,sentiment_score,dominant_topic,keyword_tags,confidence_level
96,9/23/2024,57,73,2,1,feedback delayed often unhelpful,Negative,0.0,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.8399101
97,5/17/2024,777,118,30,3,course okay i expected more practical examples,Neutral,0.3,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.8995956
98,4/10/2025,423,135,22,4,i appreciated timely feedback engaging content,Positive,0.30000000000000004,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.88456714
99,2/19/2025,491,133,67,2,i didnt gain much course felt rushed unstructured,Negative,0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.9108341
100,9/9/2024,1833,24,5,4,course structure delivery exceeded my expectations,Positive,0.0,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.8852286
101,11/10/2024,354,147,48,3,neither bad nor great just average learning experience,Neutral,-0.016666666666666597,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.91104835
102,12/13/2024,2840,84,32,2,too fastpaced lacked clear explanations,Negative,0.09999999999999999,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8664661
103,6/14/2024,1843,77,2,2,feedback delayed often unhelpful,Negative,0.0,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.8399101
104,5/31/2024,1465,83,75,3,course okay i expected more practical examples,Neutral,0.3,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.8995943
105,12/11/2024,2250,150,2,5,great teaching style explanations were easy follow,Positive,0.6166666666666667,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.899878
106,8/27/2024,638,36,67,1,i didnt gain much course felt rushed unstructured,Negative,0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.91083425
107,6/18/2024,2373,49,55,1,engaging all i struggled stay focused throughout,Negative,-0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.899886
108,3/23/2025,2854,123,62,2,i didnt gain much course felt rushed unstructured,Negative,0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.91083425
109,2/5/2025,465,129,70,2,engaging all i struggled stay focused throughout,Negative,-0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.8998859
110,2/14/2025,1375,78,32,5,instructor very clear made course enjoyable,Positive,0.315,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.88499993
111,2/28/2025,731,58,50,5,course structure delivery exceeded my expectations,Positive,0.0,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.8852286
112,7/13/2024,1179,95,29,3,decent course though lacked indepth discussion,Neutral,0.16666666666666666,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.88490367
113,9/19/2024,2649,4,63,4,excellent pacing realworld examples highly recommend,Positive,0.6,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.885714
114,7/5/2024,1190,49,47,5,i appreciated timely feedback engaging content,Positive,0.30000000000000004,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.8845665
115,9/28/2024,639,70,31,1,feedback delayed often unhelpful,Negative,0.0,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.83991
116,9/4/2024,137,145,65,3,instructor fine pace felt bit off,Neutral,0.4166666666666667,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.8853378
117,8/17/2024,1251,135,28,2,engaging all i struggled stay focused throughout,Negative,-0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.89988595
118,2/16/2025,614,41,72,4,great teaching style explanations were easy follow,Positive,0.6166666666666667,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8998784
119,4/2/2025,1853,135,49,1,engaging all i struggled stay focused throughout,Negative,-0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.89988595
120,11/24/2024,281,92,6,1,instructor hard follow rarely responded questions,Negative,0.004166666666666652,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8856323
121,9/20/2024,1257,150,56,2,engaging all i struggled stay focused throughout,Negative,-0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.8998857
122,9/6/2024,898,129,27,4,i appreciated timely feedback engaging content,Positive,0.30000000000000004,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.8845449
123,7/25/2024,1086,130,46,4,course structure delivery exceeded my expectations,Positive,0.0,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.88522846
124,6/13/2024,1017,39,49,5,great teaching style explanations were easy follow,Positive,0.6166666666666667,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8998783
125,10/28/2024,1178,19,70,1,i didnt gain much course felt rushed unstructured,Negative,0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.9108345
126,4/27/2025,1526,93,63,5,i appreciated timely feedback engaging content,Positive,0.30000000000000004,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.88452744
127,12/25/2024,2178,140,53,5,instructor very clear made course enjoyable,Positive,0.315,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.88499904
128,7/1/2024,2838,78,59,3,neither bad nor great just average learning experience,Neutral,-0.016666666666666597,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.9110486
129,11/15/2024,730,119,38,1,feedback delayed often unhelpful,Negative,0.0,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.83991003
130,11/23/2024,348,10,3,1,instructor hard follow rarely responded questions,Negative,0.004166666666666652,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8856318
131,11/10/2024,215,88,32,2,feedback delayed often unhelpful,Negative,0.0,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.8399098
132,11/7/2024,1330,119,13,2,too fastpaced lacked clear explanations,Negative,0.09999999999999999,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8664537
133,4/22/2025,528,79,36,5,great teaching style explanations were easy follow,Positive,0.6166666666666667,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.89988416
134,9/22/2024,981,10,55,1,engaging all i struggled stay focused throughout,Negative,-0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.8998858
135,11/23/2024,2070,95,39,3,content decent delivery could been better,Neutral,0.3333333333333333,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.8854666
136,11/5/2024,2065,76,10,4,course structure delivery exceeded my expectations,Positive,0.0,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.8852283
137,8/23/2024,687,8,61,1,instructor hard follow rarely responded questions,Negative,0.004166666666666652,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.88563174
138,10/9/2024,859,143,66,4,i appreciated timely feedback engaging content,Positive,0.30000000000000004,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.88456684
139,7/3/2024,465,34,63,5,instructor very clear made course enjoyable,Positive,0.315,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8850002
140,6/10/2024,1777,109,49,5,excellent pacing realworld examples highly recommend,Positive,0.6,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.885714
141,9/18/2024,1030,127,70,5,i appreciated timely feedback engaging content,Positive,0.30000000000000004,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.88456583
142,9/29/2024,357,50,58,2,too fastpaced lacked clear explanations,Negative,0.09999999999999999,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8664664
143,3/25/2025,120,45,53,3,decent course though lacked indepth discussion,Neutral,0.16666666666666666,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.8849034
144,1/13/2025,127,42,60,4,excellent pacing realworld examples highly recommend,Positive,0.6,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.885714
145,3/4/2025,2089,99,47,5,i appreciated timely feedback engaging content,Positive,0.30000000000000004,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.884565
146,2/23/2025,2059,68,63,2,i didnt gain much course felt rushed unstructured,Negative,0.2,5,"i, engaging, throughout, all, stay, struggled, focused, course, felt, didnt",0.9108342
147,5/28/2024,561,85,7,1,instructor hard follow rarely responded questions,Negative,0.004166666666666652,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.88563216
148,6/21/2024,2390,91,1,1,too fastpaced lacked clear explanations,Negative,0.09999999999999999,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.86646634
149,11/28/2024,2912,90,37,1,feedback delayed often unhelpful,Negative,0.0,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.8399099
150,12/31/2024,955,4,48,5,course structure delivery exceeded my expectations,Positive,0.0,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.8852296
151,5/12/2025,2328,88,23,2,feedback delayed often unhelpful,Negative,0.0,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.8399101
152,2/14/2025,1522,94,11,3,decent course though lacked indepth discussion,Neutral,0.16666666666666666,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.88490134
153,6/26/2024,2666,46,18,5,instructor very clear made course enjoyable,Positive,0.315,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8850011
154,3/18/2025,585,56,9,4,instructor very clear made course enjoyable,Positive,0.315,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8849998
155,3/9/2025,886,146,75,2,too fastpaced lacked clear explanations,Negative,0.09999999999999999,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.86646634
156,8/20/2024,2403,114,65,3,neither bad nor great just average learning experience,Neutral,-0.016666666666666597,3,"great, average, neither, learning, just, experience, bad, nor, instructor, bit",0.9110487
157,11/1/2024,1345,42,13,2,instructor hard follow rarely responded questions,Negative,0.004166666666666652,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8856321
158,11/7/2024,1847,108,69,4,course structure delivery exceeded my expectations,Positive,0.0,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.8852286
159,6/21/2024,2860,75,52,3,content decent delivery could been better,Neutral,0.3333333333333333,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.8854677
160,9/19/2024,15,10,59,4,i appreciated timely feedback engaging content,Positive,0.30000000000000004,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.8845312
161,9/24/2024,2645,147,48,5,i appreciated timely feedback engaging content,Positive,0.30000000000000004,2,"examples, course, i, highly, realworld, recommend, pacing, excellent, expectations, my",0.88456506
162,8/29/2024,1011,45,12,5,great teaching style explanations were easy follow,Positive,0.6166666666666667,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8998772
163,12/30/2024,1296,23,15,5,instructor very clear made course enjoyable,Positive,0.315,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.88500017
164,6/28/2024,1423,33,35,2,instructor hard follow rarely responded questions,Negative,0.004166666666666652,4,"explanations, follow, clear, instructor, fastpaced, too, lacked, teaching, were, easy",0.8856316
165,10/16/2024,2683,97,22,2,feedback delayed often unhelpful,Negative,0.0,1,"feedback, often, unhelpful, delayed, content, delivery, decent, better, been, could",0.8399098
